user_id,cust_name,product_id,gender,age_group,age,marital_status,state,zone,occupation,product_category,orders,amount,total_sales
1002279,Noah,P00368342,F,51-55,52,Single,Karnataka,Southern,Aviation,Footwear & Shoes,4,20850,83400
1002898,Kotsonis,P00309242,F,18-25,19,Single,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4,20847,83388
1004277,Sanjay,P00315442,F,36-45,45,Married,Delhi,Central,Construction,Footwear & Shoes,2,20840,41680
1003576,Alejandro,P00101342,M,51-55,53,Married,Maharashtra,Western,Aviation,Footwear & Shoes,4,20837,83348
1003724,Devendra,P00232442,F,36-45,36,Single,Delhi,Central,Aviation,Footwear & Shoes,2,20833,41666
1003051,Moren,P00288342,F,18-25,22,Single,Uttar Pradesh,Central,Govt,Tupperware,1,20816,20816
1003311,Neola,P00228142,F,26-35,30,Married,Karnataka,Southern,Hospitality,Footwear & Shoes,3,20815,62445
1004782,Philippe,P00114942,M,46-50,46,Married,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20815,20815
1000284,George,P00034742,F,26-35,29,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,2,20807,41614
1000509,Rohan,P00278042,F,26-35,28,Single,Delhi,Central,Banking,Footwear & Shoes,2,20805,41610
1000838,Divyeshkumar,P00363542,M,51-55,53,Married,Gujarat,Western,Hospitality,Footwear & Shoes,4,20796,83184
1000838,Divyeshkumar,P00363542,M,51-55,53,Married,Rajasthan,Northern,Hospitality,Footwear & Shoes,2,20796,41592
1002060,Lynn,P00351042,M,0-17,15,Single,Bihar,Eastern,Healthcare,Footwear & Shoes,4,20788,83152
1000850,Bhawna,P00324342,M,36-45,40,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20783,62349
1005522,Mitch,P00179742,F,26-35,35,Married,Delhi,Central,Automobile,Footwear & Shoes,1,20770,20770
1005153,Ivan,P00190242,F,26-35,33,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20767,83068
1002122,Avila,P00161442,F,36-45,40,Single,Karnataka,Southern,Aviation,Footwear & Shoes,1,20767,20767
1000984,Ben,P00248142,F,51-55,52,Single,Madhya Pradesh,Central,IT Sector,Tupperware,2,20757,41514
1005220,Amlan,P00209842,F,26-35,27,Married,Delhi,Central,Aviation,Footwear & Shoes,2,20752,41504
1001202,Diwakar,P00205442,F,36-45,45,Single,Delhi,Central,IT Sector,Footwear & Shoes,2,20752,41504
1006014,Sharelle,P00183142,F,46-50,48,Single,Karnataka,Southern,Aviation,Footwear & Shoes,4,20751,83004
1004227,William,P00059242,F,26-35,33,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20745,62235
1004937,Ferrer,P00112842,F,36-45,40,Married,Uttar Pradesh,Central,Media,Footwear & Shoes,2,20744,41488
1005600,Muskan,P00085242,M,46-50,47,Single,Haryana,Northern,Automobile,Tupperware,1,20739,20739
1000791,Stuart,P00127842,M,36-45,44,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20739,41478
1003888,Beth,P00242742,F,46-50,46,Single,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20729,41458
1006016,Sauptik,P00183742,F,46-50,50,Single,Delhi,Central,Aviation,Footwear & Shoes,4,20714,82856
1000604,Pistek,P00304642,F,46-50,49,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20712,82848
1004284,Piyam,P00032042,F,51-55,53,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,1,20705,20705
1002994,Hemant,P00000142,F,36-45,42,Single,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,20691,41382
1004016,Dowd,P00123842,M,51-55,51,Married,Uttar Pradesh,Central,Aviation,Furniture,3,20689,62067
1005788,Bixby,P00130642,F,26-35,26,Married,Karnataka,Southern,Banking,Footwear & Shoes,2,20688,41376
1501776,Brandow,P00146342,M,26-35,45,Single,Maharashtra,Western,Media,Footwear & Shoes,6,31017,186102
1000053,Howell,P00120442,F,26-35,33,Married,Karnataka,Southern,Aviation,Footwear & Shoes,4,20677,82708
1002511,Ananya,P00148642,M,26-35,34,Single,Kerala,Southern,Chemical,Furniture,1,20677,20677
1004377,Sibella,P00298942,M,26-35,26,Single,Karnataka,Southern,Retail,Footwear & Shoes,3,20676,62028
1005481,Wale,P00277642,F,46-50,46,Single,Maharashtra,Western,Govt,Furniture,1,20673,20673
1003940,Kritika,P00159442,F,36-45,36,Married,Karnataka,Southern,Automobile,Footwear & Shoes,1,20669,20669
1000889,Parth,P00021842,F,46-50,50,Married,Delhi,Central,Lawyer,Footwear & Shoes,1,20668,20668
1000167,Brooke,P00322142,M,26-35,32,Single,Maharashtra,Western,Food Processing,Furniture,2,20666,41332
1004972,Barcio,P00249542,F,36-45,38,Single,Karnataka,Southern,Banking,Footwear & Shoes,3,20665,61995
1000157,Michelle,P00117842,F,36-45,43,Single,Karnataka,Southern,Automobile,Footwear & Shoes,3,20661,61983
1003468,Divyansh,P00059442,F,26-35,26,Married,Delhi,Central,IT Sector,Footwear & Shoes,2,20659,41318
1002251,Raglin,P00337442,F,36-45,36,Married,Delhi,Central,Media,Footwear & Shoes,1,20659,20659
1005014,Kajal,P00122442,F,46-50,50,Single,Karnataka,Southern,IT Sector,Tupperware,1,20659,20659
1003085,Natalie,P00267542,F,26-35,32,Single,Delhi,Central,IT Sector,Footwear & Shoes,4,20657,82628
1004112,Mrunal,P00190242,F,46-50,47,Married,Delhi,Central,Hospitality,Footwear & Shoes,3,20654,61962
1002592,Nikita,P00356842,F,51-55,51,Single,Maharashtra,Western,Media,Tupperware,2,20644,41288
1001298,Siddharth,P00349142,F,36-45,36,Single,Uttar Pradesh,Central,Construction,Footwear & Shoes,1,20642,20642
1000971,Savi,P00016542,F,26-35,32,Married,Uttar Pradesh,Central,Retail,Footwear & Shoes,1,20628,20628
1001103,Yaanvi,P00334242,M,46-50,48,Single,Delhi,Central,IT Sector,Tupperware,1,20627,20627
1003081,Kalyani,P00218642,F,26-35,32,Single,Uttarakhand,Central,Food Processing,Furniture,1,20623,20623
1002164,McCrossin,P00110942,M,36-45,41,Single,Himachal Pradesh,Northern,Banking,Furniture,4,20622,82488
1003635,Calhoun,P00273042,F,51-55,54,Single,Delhi,Central,Retail,Footwear & Shoes,4,20620,82480
1001030,Selesnick,P00162442,F,26-35,33,Single,Karnataka,Southern,Chemical,Footwear & Shoes,4,20619,82476
1501543,Parakh,P00317842,F,26-35,45,Single,Karnataka,Southern,Lawyer,Footwear & Shoes,4,30922,123688
1003311,Neola,P00180442,F,26-35,29,Single,Delhi,Central,IT Sector,Footwear & Shoes,3,20608,61824
1003416,Vaibhavi,P00100642,F,26-35,27,Married,Uttarakhand,Central,Media,Furniture,4,20608,82432
1004573,Cari,P00071442,M,51-55,51,Married,Haryana,Northern,Aviation,Furniture,4,20607,82428
1004179,Sink,P00100842,M,36-45,43,Married,Karnataka,Southern,Textile,Furniture,1,20607,20607
1005661,Geld,P00148042,M,26-35,31,Single,Maharashtra,Western,Healthcare,Tupperware,1,20606,20606
1001736,Martinez,P00227942,M,55+,72,Married,Uttar Pradesh,Central,Textile,Footwear & Shoes,2,20603,41206
1003401,Ameesha,P00120342,F,36-45,39,Single,Maharashtra,Western,IT Sector,Footwear & Shoes,2,20602,41204
1002860,Chad,P00033942,F,36-45,40,Single,Delhi,Central,IT Sector,Footwear & Shoes,1,20598,20598
1004362,Prichep,P00015742,F,26-35,26,Married,Karnataka,Southern,Chemical,Footwear & Shoes,3,20598,61794
1001147,Lanier,P00296642,F,26-35,27,Single,Kerala,Southern,IT Sector,Tupperware,3,20598,61794
1004953,Sukrith,P00015542,F,36-45,39,Single,Kerala,Southern,Healthcare,Furniture,3,20595,61785
1005884,Elliston,P00112542,F,18-25,25,Married,Kerala,Southern,Banking,Furniture,2,20594,41188
1002765,Bergman,P00127942,F,51-55,55,Single,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20589,41178
1005140,Arthur,P00157642,F,26-35,29,Single,Delhi,Central,Healthcare,Footwear & Shoes,1,20588,20588
1004161,Murray,P00265242,F,46-50,50,Married,Uttar Pradesh,Central,Banking,Furniture,1,20588,20588
1003697,Toch,P00250342,F,26-35,30,Single,Delhi,Central,Banking,Footwear & Shoes,4,20586,82344
1002041,Dahlen,P00115142,M,26-35,31,Married,Madhya Pradesh,Central,Banking,Furniture,3,20586,61758
1003726,Randy,P00274042,F,26-35,34,Married,Karnataka,Southern,Lawyer,Footwear & Shoes,2,20581,41162
1001803,Pradeep,P00249642,F,26-35,33,Married,Maharashtra,Western,Chemical,Footwear & Shoes,2,20579,41158
1005814,Aayushi,P00113442,M,26-35,30,Married,Karnataka,Southern,IT Sector,Furniture,4,20573,82292
1003958,Arsheen,P0096942,F,46-50,49,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20570,61710
1002793,Aniket,P00207742,F,36-45,42,Married,Maharashtra,Western,Govt,Tupperware,3,20569,61707
1001941,Gopal,P00184942,M,36-45,26,Married,Delhi,Central,Chemical,Footwear & Shoes,4,20559,82236
1506418,Soumya,P00032142,F,26-35,42,Married,Uttar Pradesh,Central,Banking,Furniture,1,30837,30837
1003211,Jason,P00211242,M,51-55,54,Single,Gujarat,Western,Construction,Furniture,4,20550,82200
1000216,Gjertsen,P00323042,F,46-50,47,Married,Delhi,Central,Aviation,Footwear & Shoes,2,20549,41098
1003618,Keshav,P00233442,M,18-25,19,Single,Bihar,Eastern,Aviation,Footwear & Shoes,2,20548,41096
1004354,Zydlo,P00153142,F,36-45,41,Single,Delhi,Central,Govt,Footwear & Shoes,3,20547,61641
1000793,Staavos,P00068042,M,36-45,41,Single,Karnataka,Southern,Healthcare,Furniture,1,20546,20546
1003690,Fein,P0099242,F,18-25,24,Single,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4,20544,82176
1004122,Aastha,P00118142,F,18-25,23,Single,Kerala,Southern,Hospitality,Furniture,1,20543,20543
1003503,Lloyd,P00344842,F,18-25,25,Single,Madhya Pradesh,Central,Govt,Furniture,3,20540,61620
1002852,Harshita,P00123142,F,26-35,29,Single,Delhi,Central,Media,Footwear & Shoes,2,20537,41074
1001004,Kirkland,P00036342,M,26-35,34,Single,Delhi,Central,Retail,Footwear & Shoes,1,20536,20536
1000390,Trafton,P00319042,M,26-35,29,Single,Haryana,Northern,Automobile,Footwear & Shoes,4,20536,82144
1003099,Shahid,P00127542,F,26-35,26,Single,Karnataka,Southern,Aviation,Footwear & Shoes,2,20536,41072
1002201,Dodson,P00127642,F,55+,83,Married,Madhya Pradesh,Central,Govt,Furniture,1,20533,20533
1002271,Redmond,P00193542,F,51-55,55,Single,Gujarat,Western,Aviation,Tupperware,1,20529,20529
1001835,Jamie,P00304942,F,26-35,34,Married,Delhi,Central,Chemical,Footwear & Shoes,4,20516,82064
1003475,Cousins,P00227942,M,26-35,29,Married,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,4,20515,82060
1001613,Eva,P00173342,F,18-25,23,Married,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,20512,20512
1005680,Mary,P00277642,F,51-55,51,Married,Delhi,Central,Food Processing,Footwear & Shoes,1,20511,20511
1004979,Kennedy,P00346042,F,36-45,39,Married,Karnataka,Southern,Media,Footwear & Shoes,1,20509,20509
1004819,Swetha,P00269642,F,36-45,41,Married,Delhi,Central,Automobile,Footwear & Shoes,1,20508,20508
1001861,Eno,P00295842,F,51-55,52,Single,Uttar Pradesh,Central,Aviation,Footwear & Shoes,2,20508,41016
1001618,Eugene,P00109742,M,51-55,53,Single,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,20505,82020
1002330,Sumeet,P00129842,F,46-50,48,Single,Delhi,Central,Aviation,Footwear & Shoes,4,20503,82012
1005178,Edelman,P00346142,F,51-55,55,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20502,61506
1001162,Rose,P00057742,M,36-45,40,Married,Karnataka,Southern,Banking,Footwear & Shoes,4,20501,82004
1004680,Ballard,P00215542,F,36-45,45,Single,Delhi,Central,Textile,Footwear & Shoes,1,20500,20500
1005446,Sheetal,P00059442,M,51-55,52,Single,Karnataka,Southern,Chemical,Furniture,1,20494,20494
1002181,Sweta,P00363342,F,26-35,27,Married,Karnataka,Southern,Banking,Footwear & Shoes,1,20493,20493
1004485,Jim,P00339842,F,26-35,35,Single,Kerala,Southern,Media,Furniture,2,20492,40984
1006040,Pond,P00111142,F,26-35,27,Single,Karnataka,Southern,Food Processing,Footwear & Shoes,2,20488,40976
1003272,Pinky,P00324642,M,36-45,42,Married,Delhi,Central,IT Sector,Footwear & Shoes,2,20486,40972
1001757,Eleni,P0095542,F,26-35,28,Married,Karnataka,Southern,Textile,Footwear & Shoes,1,20486,20486
1001969,Klamczynski,P00160042,M,26-35,28,Single,Delhi,Central,Chemical,Footwear & Shoes,1,20484,20484
1004436,Talbott,P0096542,F,26-35,28,Single,Kerala,Southern,Retail,Tupperware,2,20477,40954
1001260,Dheeraj,P00274042,F,26-35,35,Married,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3,20477,61431
1004064,Skach,P0097142,F,46-50,48,Single,Delhi,Central,Banking,Footwear & Shoes,2,20476,40952
1004829,Gary,P00146042,F,26-35,28,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20471,61413
1000549,Sharda,P00147042,F,26-35,26,Single,Kerala,Southern,Banking,Furniture,1,20469,20469
1003259,Wardle,P00054242,M,18-25,20,Single,Himachal Pradesh,Northern,Healthcare,Furniture,2,20463,40926
1003503,Lloyd,P00241642,M,18-25,25,Married,Madhya Pradesh,Central,Aviation,Furniture,1,20457,20457
1002068,Dhanraj,P00172842,M,36-45,39,Single,Uttar Pradesh,Central,Construction,Footwear & Shoes,3,20457,61371
1002067,Suhani,P00199442,F,51-55,52,Married,Delhi,Central,Construction,Footwear & Shoes,2,20454,40908
1003825,Staebel,P00014542,F,18-25,20,Single,Delhi,Central,Aviation,Footwear & Shoes,1,20450,20450
1000942,Syed,P00214142,M,51-55,52,Married,Uttar Pradesh,Central,Lawyer,Furniture,3,20448,61344
1004942,Murry,P00050642,F,46-50,47,Single,Uttar Pradesh,Central,IT Sector,Furniture,3,20442,61326
1504140,McClure,P00101842,M,55+,115.5,Married,Kerala,Southern,Lawyer,Footwear & Shoes,6,30660,183960
1004327,Payne,P00085942,F,36-45,41,Single,Karnataka,Southern,Retail,Footwear & Shoes,2,20438,40876
1003536,Skye,P00268442,F,18-25,24,Married,Karnataka,Southern,Banking,Furniture,3,20433,61299
1005836,Nishi,P00110942,F,26-35,27,Single,Delhi,Central,Govt,Footwear & Shoes,1,20432,20432
1004682,Vishakha,P00030442,F,26-35,27,Married,Uttarakhand,Central,Chemical,Furniture,2,20432,40864
1004237,Doherty,P00102442,F,26-35,28,Single,Karnataka,Southern,Chemical,Footwear & Shoes,4,20429,81716
1004802,Patil,P00361642,M,55+,87,Single,Delhi,Central,Govt,Footwear & Shoes,4,20427,81708
1001218,Jaideep,P00118542,M,55+,79,Single,Madhya Pradesh,Central,Food Processing,Footwear & Shoes,4,20424,81696
1001611,Joy,P00265142,M,26-35,27,Single,Andhra Pradesh,Southern,Healthcare,Footwear & Shoes,2,20423,40846
1001050,Nishant,P00213342,F,26-35,35,Single,Maharashtra,Western,Banking,Footwear & Shoes,1,20420,20420
1002747,Collister,P0097842,M,18-25,20,Single,Haryana,Northern,Healthcare,Tupperware,2,20413,40826
1001941,Gopal,P00332442,M,36-45,26,Married,Uttar Pradesh,Central,Hospitality,Furniture,4,20410,81640
1004160,Gonzalez,P00041342,F,36-45,36,Single,Bihar,Eastern,Retail,Furniture,3,20405,61215
1002126,Anjali,P00122442,M,55+,71,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20405,40810
1003096,Prashant,P00145442,M,46-50,47,Single,Jharkhand,Eastern,Automobile,Furniture,4,20403,81612
1001451,Sink,P00193842,M,36-45,44,Married,Haryana,Northern,Banking,Furniture,2,20394,40788
1004285,Bhishm,P00006442,F,36-45,40,Single,Delhi,Central,Healthcare,Footwear & Shoes,1,20387,20387
1006016,Sauptik,P00274442,F,46-50,47,Single,Maharashtra,Western,Agriculture,Footwear & Shoes,2,20380,40760
1506514,Swetlana,P00270942,F,26-35,46.5,Single,Karnataka,Southern,Govt,Footwear & Shoes,1,30568,30568
1001884,Eugene,P00111042,F,46-50,49,Single,Delhi,Central,Healthcare,Footwear & Shoes,4,20375,81500
1000623,McGrath,P00184942,F,26-35,34,Married,Delhi,Central,Construction,Footwear & Shoes,3,20373,61119
1003963,Ritsa,P00226242,F,51-55,51,Single,Karnataka,Southern,Chemical,Footwear & Shoes,2,20373,40746
